Client_ID;Transaction_time;time_zone
174;2020-02-05 16:09:20;US_Central
595;2020-02-05 21:25:32;US_Central
395;2020-02-06 12:52:09;US_Central
383;2020-02-06 13:32:43;US_Central
479;2020-02-06 13:59:53;US_Central
220;2020-02-06 15:03:56;US_Central
327;2020-02-07 04:08:07;US_Central
746;2020-02-07 05:01:08;US_Central
357;2020-02-07 07:15:37;US_Central
410;2020-02-07 07:29:51;US_Central
480;2020-02-07 17:01:09;US_Central
689;2020-02-07 22:43:47;US_Central
677;2020-02-08 05:55:50;US_Central
435;2020-02-08 17:35:07;US_Central
745;2020-02-08 18:09:36;US_Central
381;2020-02-08 18:17:56;US_Central
563;2020-02-09 03:23:23;US_Central
383;2020-02-09 18:50:38;US_Central
64;2020-02-10 05:06:21;US_Central
327;2020-02-10 07:00:14;US_Central
135;2020-02-10 14:08:53;US_Central
40;2020-02-10 16:43:08;US_Central
323;2020-02-11 02:18:11;US_Central
66;2020-02-11 05:36:14;US_Central
875;2020-02-11 07:00:40;US_Central
496;2020-02-11 12:28:38;US_Central
326;2020-02-11 17:32:35;US_Central
602;2020-02-12 00:10:53;US_Central
316;2020-02-12 01:29:16;US_Central
641;2020-02-12 05:21:20;US_Central
146;2020-02-12 09:23:36;US_Central
178;2020-02-12 10:47:51;US_Central
843;2020-02-12 21:19:03;US_Central
75;2020-02-13 04:17:12;US_Central
50;2020-02-13 13:53:34;US_Central
847;2020-02-13 21:48:30;US_Central
568;2020-02-13 23:06:39;US_Central
37;2020-02-14 00:01:40;US_Central
848;2020-02-14 11:53:48;US_Central
124;2020-02-14 21:36:11;US_Central
257;2020-02-15 02:18:05;US_Central
90;2020-02-15 04:25:40;US_Central
533;2020-02-15 11:30:30;US_Central
163;2020-02-15 18:20:37;US_Central
770;2020-02-15 22:44:27;US_Central
611;2020-02-15 23:30:14;US_Central
178;2020-02-16 07:53:06;US_Central
700;2020-02-16 10:51:28;US_Central
382;2020-02-16 11:56:40;US_Central
262;2020-02-16 20:04:42;US_Central
408;2020-02-16 20:33:00;US_Central
75;2020-02-17 07:50:43;US_Central
221;2020-02-17 14:14:42;US_Central
259;2020-02-18 01:13:24;US_Central
36;2020-02-18 14:34:38;US_Central
479;2020-02-19 00:22:31;US_Central
71;2020-02-19 08:29:07;US_Central
818;2020-02-19 15:35:57;US_Central
318;2020-02-20 13:49:15;US_Central
619;2020-02-20 16:27:46;US_Central
160;2020-02-20 16:44:22;US_Central
32;2020-02-20 20:34:46;US_Central
434;2020-02-21 01:58:03;US_Central
73;2020-02-21 09:41:44;US_Central
575;2020-02-21 10:25:29;US_Central
45;2020-02-21 16:03:09;US_Central
761;2020-02-21 20:33:14;US_Central
341;2020-02-22 02:49:01;US_Central
619;2020-02-22 03:04:52;US_Central
5;2020-02-22 14:31:41;US_Central
548;2020-02-22 20:18:06;US_Central
443;2020-02-22 20:29:57;US_Central
443;2020-02-23 05:49:05;US_Central
42;2020-02-23 17:01:29;US_Central
329;2020-02-24 06:07:37;US_Central
421;2020-02-24 07:07:21;US_Central
195;2020-02-24 09:20:32;US_Central
590;2020-02-25 05:55:42;US_Central
288;2020-02-26 05:42:20;US_Central
390;2020-02-26 16:52:47;US_Central
822;2020-02-26 19:56:10;US_Central
845;2020-02-26 23:05:00;US_Central
102;2020-02-27 10:15:19;US_Central
869;2020-02-27 12:45:54;US_Central
191;2020-02-27 17:42:36;US_Central
741;2020-02-27 22:38:38;US_Central
496;2020-02-28 05:50:07;US_Central
358;2020-02-28 07:21:51;US_Central
143;2020-02-28 10:17:34;US_Central
424;2020-02-28 15:08:16;US_Central
375;2020-02-29 05:26:04;US_Central
235;2020-02-29 10:13:36;US_Central
375;2020-02-29 22:58:38;US_Central
756;2020-03-01 09:06:03;US_Central
538;2020-03-01 18:24:41;US_Central
148;2020-03-01 22:49:28;US_Central
577;2020-03-01 22:59:43;US_Central
179;2020-03-02 01:08:59;US_Central
229;2020-03-02 12:13:36;US_Central
800;2020-03-03 14:23:45;US_Central
309;2020-03-03 14:54:07;US_Central
322;2020-03-03 17:24:15;US_Central
674;2020-03-03 18:39:39;US_Central
391;2020-03-03 19:46:39;US_Central
31;2020-03-05 00:14:54;US_Central
153;2020-03-05 02:26:27;US_Central
103;2020-03-05 10:42:06;US_Central
860;2020-03-05 13:55:27;US_Central
78;2020-03-05 17:08:02;US_Central
419;2020-03-05 18:05:54;US_Central
350;2020-03-06 01:11:19;US_Central
354;2020-03-06 04:38:06;US_Central
386;2020-03-06 09:18:29;US_Central
204;2020-03-06 12:51:12;US_Central
765;2020-03-06 18:10:22;US_Central
646;2020-03-06 19:49:58;US_Central
833;2020-03-06 22:58:48;US_Central
346;2020-03-07 01:26:17;US_Central
842;2020-03-07 02:49:42;US_Central
620;2020-03-07 03:17:51;US_Central
782;2020-03-07 06:09:54;US_Central
254;2020-03-07 10:30:40;US_Central
497;2020-03-08 03:44:50;US_Central
177;2020-03-08 12:52:55;US_Central
407;2020-03-08 15:46:50;US_Central
787;2020-03-08 22:39:28;US_Central
482;2020-03-09 00:19:51;US_Central
299;2020-03-09 06:54:13;US_Central
535;2020-03-09 07:53:26;US_Central
458;2020-03-09 10:51:57;US_Central
445;2020-03-09 11:55:54;US_Central
30;2020-03-09 12:09:40;US_Central
338;2020-03-09 16:07:40;US_Central
166;2020-03-10 09:50:35;US_Central
90;2020-03-10 13:17:12;US_Central
84;2020-03-10 15:17:26;US_Central
780;2020-03-10 22:48:07;US_Central
884;2020-03-11 01:54:08;US_Central
365;2020-03-11 09:33:33;US_Central
189;2020-03-11 09:44:53;US_Central
348;2020-03-11 10:04:25;US_Central
716;2020-03-11 18:24:40;US_Central
98;2020-03-12 00:10:26;US_Central
890;2020-03-12 06:04:49;US_Central
197;2020-03-12 15:24:42;US_Central
619;2020-03-12 19:31:38;US_Central
296;2020-03-12 23:52:03;US_Central
721;2020-03-13 01:09:26;US_Central
58;2020-03-13 02:27:31;US_Central
701;2020-03-13 06:28:56;US_Central
181;2020-03-13 11:00:14;US_Central
50;2020-03-13 18:37:05;US_Central
806;2020-03-13 20:58:08;US_Central
807;2020-03-13 21:32:45;US_Central
146;2020-03-14 00:56:52;US_Central
204;2020-03-14 04:13:07;US_Central
891;2020-03-14 06:11:16;US_Central
144;2020-03-14 06:49:38;US_Central
499;2020-03-14 09:18:53;US_Central
132;2020-03-15 01:56:50;US_Central
513;2020-03-15 07:32:15;US_Central
721;2020-03-15 12:32:08;US_Central
665;2020-03-15 16:47:24;US_Central
837;2020-03-16 03:09:03;US_Central
179;2020-03-16 20:30:37;US_Central
277;2020-03-17 02:16:29;US_Central
69;2020-03-17 02:27:10;US_Central
801;2020-03-17 18:16:42;US_Central
703;2020-03-17 21:47:59;US_Central
180;2020-03-18 09:20:36;US_Central
834;2020-03-18 13:26:30;US_Central
857;2020-03-18 18:21:21;US_Central
34;2020-03-18 21:30:29;US_Central
675;2020-03-18 23:58:49;US_Central
478;2020-03-19 09:10:37;US_Central
28;2020-03-19 15:02:42;US_Central
846;2020-03-19 19:54:46;US_Central
305;2020-03-19 22:50:32;US_Central
460;2020-03-20 11:45:57;US_Central
763;2020-03-20 16:13:46;US_Central
23;2020-03-20 16:45:33;US_Central
130;2020-03-20 19:13:56;US_Central
678;2020-03-20 19:51:17;US_Central
850;2020-03-20 21:49:36;US_Central
501;2020-03-21 01:38:36;US_Central
195;2020-03-21 03:17:10;US_Central
10;2020-03-21 04:35:24;US_Central
620;2020-03-21 13:45:02;US_Central
863;2020-03-21 19:40:47;US_Central
594;2020-03-21 20:47:03;US_Central
584;2020-03-21 23:06:21;US_Central
696;2020-03-22 04:38:29;US_Central
172;2020-03-22 07:56:27;US_Central
401;2020-03-22 09:50:59;US_Central
419;2020-03-22 18:30:31;US_Central
388;2020-03-22 22:41:58;US_Central
230;2020-03-23 05:07:08;US_Central
735;2020-03-23 10:28:35;US_Central
580;2020-03-23 10:49:13;US_Central
582;2020-03-23 21:08:44;US_Central
283;2020-03-23 22:57:35;US_Central
67;2020-03-24 05:38:15;US_Central
693;2020-03-24 05:40:06;US_Central
556;2020-03-24 10:33:32;US_Central
300;2020-03-24 23:03:15;US_Central
564;2020-03-25 05:14:04;US_Central
201;2020-03-25 09:18:14;US_Central
228;2020-03-25 17:03:33;US_Central
17;2020-03-25 23:09:55;US_Central
588;2020-03-26 08:24:43;US_Central
500;2020-03-26 10:23:36;US_Central
75;2020-03-26 23:05:14;US_Central
518;2020-03-27 06:14:04;US_Central
459;2020-03-27 10:28:13;US_Central
579;2020-03-27 20:36:28;US_Central
854;2020-03-28 06:40:51;US_Central
210;2020-03-28 08:10:46;US_Central
356;2020-03-28 14:55:56;US_Central
120;2020-03-28 23:12:49;US_Central
779;2020-03-28 23:19:35;US_Central
461;2020-03-29 06:52:44;US_Central
553;2020-03-29 14:58:55;US_Central
693;2020-03-29 23:28:00;US_Central
119;2020-03-30 00:51:12;US_Central
780;2020-03-30 02:07:31;US_Central
45;2020-03-30 02:59:22;US_Central
211;2020-03-30 03:36:34;US_Central
567;2020-03-30 03:59:22;US_Central
159;2020-03-30 08:22:42;US_Central
127;2020-03-30 12:04:16;US_Central
361;2020-03-31 04:27:46;US_Central
827;2020-03-31 23:32:50;US_Central
614;2020-04-01 00:14:30;US_Central
188;2020-04-01 16:13:51;US_Central
23;2020-04-02 01:35:53;US_Central
47;2020-04-02 09:56:41;US_Central
464;2020-04-02 11:57:58;US_Central
565;2020-04-02 15:19:24;US_Central
668;2020-04-02 17:11:39;US_Central
86;2020-04-02 23:49:17;US_Central
672;2020-04-03 01:00:38;US_Central
717;2020-04-03 02:56:27;US_Central
604;2020-04-03 19:53:55;US_Central
811;2020-04-03 20:11:33;US_Central
290;2020-04-04 23:08:21;US_Central
124;2020-04-05 00:34:49;US_Central
447;2020-04-05 10:33:30;US_Central
577;2020-04-06 03:33:54;US_Central
165;2020-04-06 13:31:55;US_Central
91;2020-04-06 13:46:18;US_Central
755;2020-04-06 16:06:36;US_Central
56;2020-04-07 03:17:30;US_Central
281;2020-04-07 04:52:23;US_Central
599;2020-04-07 14:04:44;US_Central
59;2020-04-07 23:49:23;US_Central
506;2020-04-08 02:03:19;US_Central
748;2020-04-08 04:13:38;US_Central
550;2020-04-08 08:45:12;US_Central
465;2020-04-08 20:50:17;US_Central
327;2020-04-09 00:26:05;US_Central
742;2020-04-09 04:16:11;US_Central
56;2020-04-10 04:18:22;US_Central
173;2020-04-10 10:21:30;US_Central
675;2020-04-10 17:10:45;US_Central
252;2020-04-10 19:00:05;US_Central
387;2020-04-11 01:33:07;US_Central
560;2020-04-12 03:10:51;US_Central
508;2020-04-12 10:38:18;US_Central
336;2020-04-13 04:13:01;US_Central
133;2020-04-13 06:19:49;US_Central
520;2020-04-13 19:36:02;US_Central
487;2020-04-13 20:03:19;US_Central
178;2020-04-13 21:58:16;US_Central
594;2020-04-13 22:30:25;US_Central
732;2020-04-13 22:52:07;US_Central
32;2020-04-14 00:02:36;US_Central
106;2020-04-14 01:37:51;US_Central
675;2020-04-14 05:32:39;US_Central
718;2020-04-14 16:38:58;US_Central
854;2020-04-14 18:00:00;US_Central
189;2020-04-15 03:46:51;US_Central
562;2020-04-15 12:46:33;US_Central
869;2020-04-15 16:20:50;US_Central
12;2020-04-16 11:25:06;US_Central
353;2020-04-16 19:13:31;US_Central
24;2020-04-17 07:15:29;US_Central
460;2020-04-17 10:04:32;US_Central
729;2020-04-17 14:37:37;US_Central
569;2020-04-18 02:06:03;US_Central
771;2020-04-18 05:59:24;US_Central
851;2020-04-18 08:18:48;US_Central
451;2020-04-19 02:35:58;US_Central
427;2020-04-19 05:53:54;US_Central
96;2020-04-19 06:38:50;US_Central
800;2020-04-19 15:35:38;US_Central
626;2020-04-19 15:48:00;US_Central
514;2020-04-20 01:30:53;US_Central
429;2020-04-20 02:11:05;US_Central
276;2020-04-20 04:16:32;US_Central
25;2020-04-20 09:02:55;US_Central
625;2020-04-20 10:13:15;US_Central
78;2020-04-20 12:06:10;US_Central
221;2020-04-20 15:50:46;US_Central
717;2020-04-20 18:25:05;US_Central
368;2020-04-20 23:55:36;US_Central
694;2020-04-21 06:18:46;US_Central
867;2020-04-21 15:58:45;US_Central
796;2020-04-21 21:51:45;US_Central
93;2020-04-22 05:14:45;US_Central
458;2020-04-22 13:46:36;US_Central
762;2020-04-23 01:04:10;US_Central
255;2020-04-23 05:29:05;US_Central
91;2020-04-23 07:47:15;US_Central
588;2020-04-23 12:44:34;US_Central
14;2020-04-23 18:31:11;US_Central
723;2020-04-24 22:57:27;US_Central
212;2020-04-25 07:06:02;US_Central
131;2020-04-26 03:37:58;US_Central
192;2020-04-26 04:43:57;US_Central
220;2020-04-26 10:20:44;US_Central
655;2020-04-26 12:58:18;US_Central
627;2020-04-26 20:02:33;US_Central
39;2020-04-26 20:20:54;US_Central
225;2020-04-26 21:02:53;US_Central
676;2020-04-27 05:11:33;US_Central
636;2020-04-27 06:53:03;US_Central
773;2020-04-27 09:05:28;US_Central
602;2020-04-27 21:31:14;US_Central
827;2020-04-28 10:07:20;US_Central
208;2020-04-29 00:36:02;US_Central
114;2020-04-29 12:25:32;US_Central
861;2020-04-30 01:13:10;US_Central
783;2020-04-30 01:31:23;US_Central
750;2020-04-30 09:16:28;US_Central
313;2020-04-30 18:01:33;US_Central
487;2020-05-01 05:09:07;US_Central
847;2020-05-02 04:17:34;US_Central
823;2020-05-02 06:24:46;US_Central
886;2020-05-02 09:02:40;US_Central
531;2020-05-02 20:13:17;US_Central
55;2020-05-03 22:05:13;US_Central
362;2020-05-03 23:22:02;US_Central
627;2020-05-04 09:42:07;US_Central
665;2020-05-04 11:49:28;US_Central
546;2020-05-05 09:45:34;US_Central
578;2020-05-05 10:10:52;US_Central
705;2020-05-05 19:24:49;US_Central
538;2020-05-05 23:50:33;US_Central
696;2020-05-06 08:48:44;US_Central
585;2020-05-07 00:30:48;US_Central
888;2020-05-07 05:58:25;US_Central
503;2020-05-07 13:05:02;US_Central
521;2020-05-07 16:43:49;US_Central
866;2020-05-07 18:00:44;US_Central
84;2020-05-08 11:19:37;US_Central
622;2020-05-08 14:40:56;US_Central
745;2020-05-08 18:43:28;US_Central
287;2020-05-08 22:10:07;US_Central
797;2020-05-09 03:28:52;US_Central
433;2020-05-09 06:24:45;US_Central
662;2020-05-09 19:15:33;US_Central
734;2020-05-09 22:12:40;US_Central
467;2020-05-10 04:50:29;US_Central
280;2020-05-10 08:00:57;US_Central
595;2020-05-10 15:03:00;US_Central
676;2020-05-10 19:35:40;US_Central
188;2020-05-10 22:23:32;US_Central
606;2020-05-10 23:06:40;US_Central
67;2020-05-11 01:57:58;US_Central
322;2020-05-11 08:09:43;US_Central
150;2020-05-11 09:01:59;US_Central
599;2020-05-11 15:27:22;US_Central
373;2020-05-11 16:38:29;US_Central
763;2020-05-11 18:20:00;US_Central
879;2020-05-11 20:37:39;US_Central
542;2020-05-12 04:48:56;US_Central
527;2020-05-12 13:17:58;US_Central
429;2020-05-12 17:36:27;US_Central
386;2020-05-13 00:14:29;US_Central
872;2020-05-13 06:30:56;US_Central
777;2020-05-13 14:33:29;US_Central
649;2020-05-13 23:28:09;US_Central
5;2020-05-14 05:19:01;US_Central
365;2020-05-14 06:54:13;US_Central
319;2020-05-14 07:06:11;US_Central
12;2020-05-14 13:07:43;US_Central
779;2020-05-14 14:49:44;US_Central
472;2020-05-14 18:29:35;US_Central
325;2020-05-14 20:39:08;US_Central
222;2020-05-15 06:36:51;US_Central
600;2020-05-15 21:09:36;US_Central
264;2020-05-15 22:21:23;US_Central
426;2020-05-15 23:58:35;US_Central
702;2020-05-17 01:34:44;US_Central
219;2020-05-17 02:12:27;US_Central
647;2020-05-17 02:58:00;US_Central
101;2020-05-17 07:43:22;US_Central
452;2020-05-17 08:39:17;US_Central
60;2020-05-17 13:37:33;US_Central
561;2020-05-17 14:34:25;US_Central
834;2020-05-17 16:26:22;US_Central
491;2020-05-17 17:13:34;US_Central
544;2020-05-18 02:54:19;US_Central
387;2020-05-18 06:59:58;US_Central
533;2020-05-18 07:23:06;US_Central
94;2020-05-18 11:39:33;US_Central
388;2020-05-18 20:49:15;US_Central
723;2020-05-18 21:59:01;US_Central
322;2020-05-20 00:50:08;US_Central
543;2020-05-20 14:25:28;US_Central
4;2020-05-20 14:59:57;US_Central
597;2020-05-20 16:16:42;US_Central
629;2020-05-21 05:52:35;US_Central
701;2020-05-21 05:56:56;US_Central
818;2020-05-21 15:25:29;US_Central
224;2020-05-21 17:54:29;US_Central
125;2020-05-21 22:07:43;US_Central
785;2020-05-22 04:08:40;US_Central
360;2020-05-22 04:19:45;US_Central
526;2020-05-22 07:07:36;US_Central
887;2020-05-22 10:13:23;US_Central
446;2020-05-22 11:57:39;US_Central
69;2020-05-22 13:54:26;US_Central
418;2020-05-22 20:14:47;US_Central
149;2020-05-22 22:35:56;US_Central
686;2020-05-22 22:38:12;US_Central
54;2020-05-23 14:58:44;US_Central
716;2020-05-23 16:04:11;US_Central
436;2020-05-23 16:30:18;US_Central
287;2020-05-23 23:32:35;US_Central
93;2020-05-24 14:41:24;US_Central
337;2020-05-24 21:22:52;US_Central
509;2020-05-25 18:20:44;US_Central
205;2020-05-26 02:56:28;US_Central
495;2020-05-26 20:27:33;US_Central
786;2020-05-27 01:43:51;US_Central
796;2020-05-27 03:16:11;US_Central
842;2020-05-27 23:43:37;US_Central
859;2020-05-28 01:47:46;US_Central
192;2020-05-28 08:38:09;US_Central
682;2020-05-28 11:28:09;US_Central
379;2020-05-28 11:54:39;US_Central
587;2020-05-28 20:26:25;US_Central
507;2020-05-29 05:56:30;US_Central
422;2020-05-29 12:58:53;US_Central
720;2020-05-29 19:35:59;US_Central
546;2020-05-29 21:11:44;US_Central
748;2020-05-29 22:59:05;US_Central
310;2020-05-30 05:43:45;US_Central
887;2020-05-30 12:00:27;US_Central
583;2020-05-30 12:23:44;US_Central
800;2020-05-30 13:26:10;US_Central
788;2020-05-30 21:27:45;US_Central
206;2020-05-30 21:37:58;US_Central
438;2020-05-31 05:47:40;US_Central
738;2020-05-31 10:39:11;US_Central
148;2020-05-31 11:11:04;US_Central
776;2020-05-31 15:17:06;US_Central
410;2020-05-31 15:54:18;US_Central
558;2020-05-31 21:18:15;US_Central
703;2020-05-31 21:20:14;US_Central
452;2020-06-01 07:47:56;US_Central
8;2020-06-01 08:26:40;US_Central
546;2020-06-02 04:25:21;US_Central
103;2020-06-02 16:23:28;US_Central
191;2020-06-02 20:42:13;US_Central
121;2020-06-03 12:13:22;US_Central
194;2020-06-03 16:56:27;US_Central
97;2020-06-03 19:42:55;US_Central
195;2020-06-04 04:40:07;US_Central
856;2020-06-04 06:01:22;US_Central
846;2020-06-04 09:11:58;US_Central
453;2020-06-05 17:01:02;US_Central
625;2020-06-05 22:30:48;US_Central
91;2020-06-06 07:00:57;US_Central
513;2020-06-06 07:28:40;US_Central
486;2020-06-06 12:25:49;US_Central
884;2020-06-06 21:54:13;US_Central
532;2020-06-06 23:06:54;US_Central
504;2020-06-07 01:37:01;US_Central
170;2020-06-07 02:39:32;US_Central
869;2020-06-07 07:08:35;US_Central
366;2020-06-07 07:46:21;US_Central
502;2020-06-07 19:01:07;US_Central
310;2020-06-08 00:07:16;US_Central
725;2020-06-08 08:25:23;US_Central
843;2020-06-08 08:29:24;US_Central
